doc,word,score
Copy of Sahoo et al. 2021.pdf,transfer,20
Copy of Sahoo et al. 2021.pdf,oxidation,19
Copy of Sahoo et al. 2021.pdf,phb,19
Copy of Sahoo et al. 2021.pdf,metabolic,18
Copy of Sahoo et al. 2021.pdf,methylosinus,18
Copy of Sahoo et al. 2021.pdf,mmo,18
Copy of Sahoo et al. 2021.pdf,cycle,17
Copy of Sahoo et al. 2021.pdf,microbiol,17
Copy of Sahoo et al. 2021.pdf,reduction,17
Copy of Sahoo et al. 2021.pdf,value,17
Copy of Sahoo et al. 2021.pdf,methylocystis,16
Copy of Sahoo et al. 2021.pdf,utilize,16
Copy of Sahoo et al. 2021.pdf,xin,16
Copy of Sahoo et al. 2021.pdf,alcaliphilum,15
Copy of Sahoo et al. 2021.pdf,methylomicrobium alcaliphilum,15
Copy of Sahoo et al. 2021.pdf,pathway,15
Copy of Sahoo et al. 2021.pdf,bioreactor,14
Copy of Sahoo et al. 2021.pdf,formate,14
Copy of Sahoo et al. 2022.pdf,methanol,133
Copy of Sahoo et al. 2022.pdf,methane,106
Copy of Sahoo et al. 2022.pdf,al,79
Copy of Sahoo et al. 2022.pdf,et,75
Copy of Sahoo et al. 2022.pdf,et al,75
Copy of Sahoo et al. 2022.pdf,biomass,55
Copy of Sahoo et al. 2022.pdf,production,54
Copy of Sahoo et al. 2022.pdf,headspace,47
Copy of Sahoo et al. 2022.pdf,batch,45
Copy of Sahoo et al. 2022.pdf,growth,44
Copy of Sahoo et al. 2022.pdf,methanol production,43
Copy of Sahoo et al. 2022.pdf,stage,43
Copy of Sahoo et al. 2022.pdf,titer,40
Copy of Sahoo et al. 2022.pdf,reactor,38
Copy of Sahoo et al. 2022.pdf,rate,37
Copy of Sahoo et al. 2022.pdf,carbon,36
Copy of Sahoo et al. 2022.pdf,fig,35
Copy of Sahoo et al. 2022.pdf,model,34
Copy of Sahoo et al. 2022.pdf,methanotrophic,26
Copy of Sahoo et al. 2022.pdf,parameter,26
Copy of Sahoo et al. 2022.pdf,patel,24
Copy of Sahoo et al. 2022.pdf,value,24
Copy of Sahoo et al. 2022.pdf,cell,23
Copy of Sahoo et al. 2022.pdf,kinetic,23
Copy of Sahoo et al. 2022.pdf,methane concentration,23
Copy of Sahoo et al. 2022.pdf,methanol titer,23
Copy of Sahoo et al. 2022.pdf,methanotroph,23
Copy of Sahoo et al. 2022.pdf,organism,22
Copy of Sahoo et al. 2022.pdf,sahoo,20
Copy of Sahoo et al. 2022.pdf,air,19
Copy of Sahoo et al. 2022.pdf,profile,19
Copy of Sahoo et al. 2022.pdf,substrate,19
Copy of Sahoo et al. 2022.pdf,volume,19
Copy of Sahoo et al. 2022.pdf,liquid,18
Copy of Sahoo et al. 2022.pdf,mmo,18
Copy of Sahoo et al. 2022.pdf,patel et,18
Copy of Sahoo et al. 2022.pdf,second,18
Copy of Sahoo et al. 2022.pdf,carbon dioxide,17
Copy of Sahoo et al. 2022.pdf,dioxide,17
Copy of Sahoo et al. 2022.pdf,dissolve,17
Copy of Sahoo et al. 2023.pdf,methanol,115
Copy of Sahoo et al. 2023.pdf,methane,100
Copy of Sahoo et al. 2023.pdf,al,99
Copy of Sahoo et al. 2023.pdf,reactor,90
Copy of Sahoo et al. 2023.pdf,et,89
Copy of Sahoo et al. 2023.pdf,et al,89
Copy of Sahoo et al. 2023.pdf,biomass,66
Copy of Sahoo et al. 2023.pdf,production,61
Copy of Sahoo et al. 2023.pdf,transfer,57
Copy of Sahoo et al. 2023.pdf,mass,56
Copy of Sahoo et al. 2023.pdf,mass transfer,53
Copy of Sahoo et al. 2023.pdf,pressure,52
Copy of Sahoo et al. 2023.pdf,airlift,50
Copy of Sahoo et al. 2023.pdf,report,45
Copy of Sahoo et al. 2023.pdf,titer,44
Copy of Sahoo et al. 2023.pdf,methanol production,43
Copy of Sahoo et al. 2023.pdf,airlift reactor,42
Copy of Sahoo et al. 2023.pdf,sparger,39
Copy of Sahoo et al. 2023.pdf,draft,36
Copy of Sahoo et al. 2023.pdf,draft tube,35
Copy of Sahoo et al. 2023.pdf,tube,35
Copy of Sahoo et al. 2023.pdf,sahoo,33
Copy of Sahoo et al. 2023.pdf,carbon,29
Copy of Sahoo et al. 2023.pdf,cell,29
Copy of Sahoo et al. 2023.pdf,liquid,28
Copy of Sahoo et al. 2023.pdf,patel,28
Copy of Sahoo et al. 2023.pdf,rate,27
Copy of Sahoo et al. 2023.pdf,vector,27
Copy of Sahoo et al. 2023.pdf,methanotrophic,26
Copy of Sahoo et al. 2023.pdf,oil,25
Copy of Sahoo et al. 2023.pdf,sahoo et,25
Copy of Sahoo et al. 2023.pdf,pore,24
Copy of Sahoo et al. 2023.pdf,size,23
Copy of Sahoo et al. 2023.pdf,stage,22
Copy of Sahoo et al. 2023.pdf,effect,21
Copy of Sahoo et al. 2023.pdf,patel et,20
Copy of Sahoo et al. 2023.pdf,pore size,20
Copy of Sahoo et al. 2023.pdf,transfer vector,20
Copy of Sahoo et al. 2023.pdf,trichosporium,20
Copy of Sahoo et al. 2023.pdf,bar,19
Copy of Sheets et al. 2017.pdf,tbr,128
Copy of Sheets et al. 2017.pdf,phase,121
Copy of Sheets et al. 2017.pdf,biogas,110
Copy of Sheets et al. 2017.pdf,liquid,97
Copy of Sheets et al. 2017.pdf,methanol,88
Copy of Sheets et al. 2017.pdf,air,73
Copy of Sheets et al. 2017.pdf,ml,68
Copy of Sheets et al. 2017.pdf,ratio,63
Copy of Sheets et al. 2017.pdf,air ratio,56
Copy of Sheets et al. 2017.pdf,biogas air,53
Copy of Sheets et al. 2017.pdf,formate,53
Copy of Sheets et al. 2017.pdf,sample,52
Copy of Sheets et al. 2017.pdf,mmol,49
Copy of Sheets et al. 2017.pdf,removal,46
Copy of Sheets et al. 2017.pdf,reactor,45
Copy of Sheets et al. 2017.pdf,day,42
Copy of Sheets et al. 2017.pdf,production,42
Copy of Sheets et al. 2017.pdf,rate,38
Copy of Sheets et al. 2017.pdf,pack,37
Copy of Sheets et al. 2017.pdf,fig,36
Copy of Sheets et al. 2017.pdf,mass,35
Copy of Sheets et al. 2017.pdf,bed,34
Copy of Sheets et al. 2017.pdf,headspace,34
Copy of Sheets et al. 2017.pdf,biomass,31
Copy of Sheets et al. 2017.pdf,order,31
Copy of Sheets et al. 2017.pdf,table,31
Copy of Sheets et al. 2017.pdf,min,29
Copy of Sheets et al. 2017.pdf,volume,29
Copy of Sheets et al. 2017.pdf,methanol production,28
Copy of Sheets et al. 2017.pdf,methanotroph,28
Copy of Sheets et al. 2017.pdf,nms,28
Copy of Sheets et al. 2017.pdf,methanotrophic,26
Copy of Sheets et al. 2017.pdf,od,25
Copy of Sheets et al. 2017.pdf,sequence,25
Copy of Sheets et al. 2017.pdf,transfer,25
Copy of Sheets et al. 2017.pdf,conversion,24
Copy of Sheets et al. 2017.pdf,ml min,24
Copy of Sheets et al. 2017.pdf,circulation,23
Copy of Sheets et al. 2017.pdf,mass transfer,23
Copy of Sheets et al. 2017.pdf,operate,23
Copy of Soo et al. 2018.pdf,trichosporium,50
Copy of Soo et al. 2018.pdf,al,38
Copy of Soo et al. 2018.pdf,et,38
Copy of Soo et al. 2018.pdf,et al,38
Copy of Soo et al. 2018.pdf,cell,33
Copy of Soo et al. 2018.pdf,dna,33
Copy of Soo et al. 2018.pdf,gene,30
Copy of Soo et al. 2018.pdf,methanotroph,30
Copy of Soo et al. 2018.pdf,plate,29
Copy of Soo et al. 2018.pdf,methane,28
Copy of Soo et al. 2018.pdf,genetic,24
Copy of Soo et al. 2018.pdf,method,20
Copy of Soo et al. 2018.pdf,murrell,20
Copy of Soo et al. 2018.pdf,pcr,20
Copy of Soo et al. 2018.pdf,plasmid,20
Copy of Soo et al. 2018.pdf,rosenzweig,20
Copy of Soo et al. 2018.pdf,strain,20
Copy of Soo et al. 2018.pdf,type,19
Copy of Soo et al. 2018.pdf,manipulation,17
Copy of Soo et al. 2018.pdf,genetic manipulation,15
Copy of Soo et al. 2018.pdf,agar,14
Copy of Soo et al. 2018.pdf,coli,14
Copy of Soo et al. 2018.pdf,microbiology,14
Copy of Soo et al. 2018.pdf,semrau,14
Copy of Soo et al. 2018.pdf,smith,13
Copy of Soo et al. 2018.pdf,conjugation,12
Copy of Soo et al. 2018.pdf,culture,12
Copy of Soo et al. 2018.pdf,electroporation,12
Copy of Soo et al. 2018.pdf,methylosinus,12
Copy of Soo et al. 2018.pdf,table,12
Copy of Soo et al. 2018.pdf,copper,11
Copy of Soo et al. 2018.pdf,fig,11
Copy of Soo et al. 2018.pdf,fragment,11
Copy of Soo et al. 2018.pdf,kalyuzhnaya,11
Copy of Soo et al. 2018.pdf,methylosinus trichosporium,11
Copy of Soo et al. 2018.pdf,selection,11
Copy of Soo et al. 2018.pdf,agar plate,10
Copy of Soo et al. 2018.pdf,dna fragment,10
Copy of Soo et al. 2018.pdf,environmental,10
Copy of Soo et al. 2018.pdf,gu,10
Copy of Strong et al. 2016.pdf,methane,99
Copy of Strong et al. 2016.pdf,al,92
Copy of Strong et al. 2016.pdf,et,81
Copy of Strong et al. 2016.pdf,et al,81
Copy of Strong et al. 2016.pdf,protein,66
Copy of Strong et al. 2016.pdf,methanotroph,54
Copy of Strong et al. 2016.pdf,product,49
Copy of Strong et al. 2016.pdf,tonne,48
Copy of Strong et al. 2016.pdf,reactor,47
Copy of Strong et al. 2016.pdf,cell,43
Copy of Strong et al. 2016.pdf,ectoine,43
Copy of Strong et al. 2016.pdf,phb,35
Copy of Strong et al. 2016.pdf,production,35
Copy of Strong et al. 2016.pdf,stage,32
Copy of Strong et al. 2016.pdf,waste,30
Copy of Strong et al. 2016.pdf,acid,29
Copy of Strong et al. 2016.pdf,surface,29
Copy of Strong et al. 2016.pdf,biomass,27
Copy of Strong et al. 2016.pdf,generate,27
Copy of Strong et al. 2016.pdf,bacteria,25
Copy of Strong et al. 2016.pdf,organic,25
Copy of Strong et al. 2016.pdf,potential,25
Copy of Strong et al. 2016.pdf,single,25
Copy of Strong et al. 2016.pdf,methanotrophic,23
Copy of Strong et al. 2016.pdf,recovery,23
Copy of Strong et al. 2016.pdf,base,22
Copy of Strong et al. 2016.pdf,layer,20
Copy of Strong et al. 2016.pdf,require,20
Copy of Strong et al. 2016.pdf,carbon,19
Copy of Strong et al. 2016.pdf,yield,19
Copy of Strong et al. 2016.pdf,content,18
Copy of Strong et al. 2016.pdf,growth,18
Copy of Strong et al. 2016.pdf,kalyuzhnaya,18
Copy of Strong et al. 2016.pdf,lipid,18
Copy of Strong et al. 2016.pdf,surface layer,18
Copy of Strong et al. 2016.pdf,volume,18
Copy of Strong et al. 2016.pdf,methylomicrobium,17
Copy of Strong et al. 2016.pdf,strong,17
Copy of Strong et al. 2016.pdf,khmelenina,16
Copy of Strong et al. 2016.pdf,methanobactin,16
Copy of Sy et al 2023.pdf,ethanol,69
Copy of Sy et al 2023.pdf,methanol,61
Copy of Sy et al 2023.pdf,ml,48
Copy of Sy et al 2023.pdf,water,47
Copy of Sy et al 2023.pdf,sample,43
Copy of Sy et al 2023.pdf,standard,39
Copy of Sy et al 2023.pdf,peak,37
Copy of Sy et al 2023.pdf,method,34
Copy of Sy et al 2023.pdf,solution,31
Copy of Sy et al 2023.pdf,volumetric,30
Copy of Sy et al 2023.pdf,ﬂask,26
Copy of Sy et al 2023.pdf,calculate,23
Copy of Sy et al 2023.pdf,determination,23
Copy of Sy et al 2023.pdf,ol,23
Copy of Sy et al 2023.pdf,determine,22
Copy of Sy et al 2023.pdf,value,22
Copy of Sy et al 2023.pdf,gc,21
Copy of Sy et al 2023.pdf,headspace,19
Copy of Sy et al 2023.pdf,analysis,18
Copy of Sy et al 2023.pdf,curve,18
Copy of Sy et al 2023.pdf,area,17
Copy of Sy et al 2023.pdf,beverage,17
Copy of Sy et al 2023.pdf,calibration,17
Copy of Sy et al 2023.pdf,international,17
Copy of Sy et al 2023.pdf,level,17
Copy of Sy et al 2023.pdf,mass,17
Copy of Sy et al 2023.pdf,vial,17
Copy of Sy et al 2023.pdf,mg,16
Copy of Sy et al 2023.pdf,peak area,16
Copy of Sy et al 2023.pdf,test,16
Copy of Sy et al 2023.pdf,time,15
Copy of Sy et al 2023.pdf,ferment,14
Copy of Sy et al 2023.pdf,cap,13
Copy of Sy et al 2023.pdf,intermediate,13
Copy of Sy et al 2023.pdf,matrix,13
Copy of Sy et al 2023.pdf,ml volumetric,13
Copy of Sy et al 2023.pdf,ms,13
Copy of Sy et al 2023.pdf,range,13
Copy of Sy et al 2023.pdf,add,12
Copy of Sy et al 2023.pdf,analyze,12
Copy of Takeguchi et al. 1997.pdf,methanol,62
Copy of Takeguchi et al. 1997.pdf,cell,44
Copy of Takeguchi et al. 1997.pdf,activity,35
Copy of Takeguchi et al. 1997.pdf,trichosporium,34
Copy of Takeguchi et al. 1997.pdf,reaction,27
Copy of Takeguchi et al. 1997.pdf,cu,22
Copy of Takeguchi et al. 1997.pdf,cyclopropanol,21
Copy of Takeguchi et al. 1997.pdf,dry,17
Copy of Takeguchi et al. 1997.pdf,dry cell,17
Copy of Takeguchi et al. 1997.pdf,mdh,17
Copy of Takeguchi et al. 1997.pdf,methane,17
Copy of Takeguchi et al. 1997.pdf,cu concentration,16
Copy of Takeguchi et al. 1997.pdf,accumulation,15
Copy of Takeguchi et al. 1997.pdf,methanol accumulation,15
Copy of Takeguchi et al. 1997.pdf,mmo,15
Copy of Takeguchi et al. 1997.pdf,effect,14
Copy of Takeguchi et al. 1997.pdf,ml,14
Copy of Takeguchi et al. 1997.pdf,mm,14
Copy of Takeguchi et al. 1997.pdf,naphthalene,13
Copy of Takeguchi et al. 1997.pdf,grow,12
Copy of Takeguchi et al. 1997.pdf,mdh activity,12
Copy of Takeguchi et al. 1997.pdf,phosphate,12
Copy of Takeguchi et al. 1997.pdf,assay,11
Copy of Takeguchi et al. 1997.pdf,buffer,11
Copy of Takeguchi et al. 1997.pdf,formate,11
Copy of Takeguchi et al. 1997.pdf,ph,11
Copy of Takeguchi et al. 1997.pdf,propene,11
Copy of Takeguchi et al. 1997.pdf,rate,11
Copy of Takeguchi et al. 1997.pdf,sodium,11
Copy of Takeguchi et al. 1997.pdf,applied,10
Copy of Takeguchi et al. 1997.pdf,applied biochemistry,10
Copy of Takeguchi et al. 1997.pdf,biochemistry,10
Copy of Takeguchi et al. 1997.pdf,fig,10
Copy of Takeguchi et al. 1997.pdf,methanol synthesis,10
Copy of Takeguchi et al. 1997.pdf,phosphate buffer,10
Copy of Takeguchi et al. 1997.pdf,sodium formate,10
Copy of Takeguchi et al. 1997.pdf,synthesis,10
Copy of Takeguchi et al. 1997.pdf,vol,10
Copy of Takeguchi et al. 1997.pdf,biochemistry biotechnology,9
Copy of Takeguchi et al. 1997.pdf,biotechnology,9
Copy of Wohlgemuth et al. 2015.pdf,microreactor,97
Copy of Wohlgemuth et al. 2015.pdf,reaction,79
Copy of Wohlgemuth et al. 2015.pdf,al,71
Copy of Wohlgemuth et al. 2015.pdf,et,71
Copy of Wohlgemuth et al. 2015.pdf,et al,71
Copy of Wohlgemuth et al. 2015.pdf,reactor,71
Copy of Wohlgemuth et al. 2015.pdf,enzyme,68
Copy of Wohlgemuth et al. 2015.pdf,synthesis,51
Copy of Wohlgemuth et al. 2015.pdf,system,47
Copy of Wohlgemuth et al. 2015.pdf,biocatalyst,41
Copy of Wohlgemuth et al. 2015.pdf,microscale,41
Copy of Wohlgemuth et al. 2015.pdf,continuous,38
Copy of Wohlgemuth et al. 2015.pdf,microﬂuidic,38
Copy of Wohlgemuth et al. 2015.pdf,ﬂow,37
Copy of Wohlgemuth et al. 2015.pdf,scale,34
Copy of Wohlgemuth et al. 2015.pdf,product,33
Copy of Wohlgemuth et al. 2015.pdf,development,31
Copy of Wohlgemuth et al. 2015.pdf,manufacturing,30
Copy of Wohlgemuth et al. 2015.pdf,phase,29
Copy of Wohlgemuth et al. 2015.pdf,surface,29
Copy of Wohlgemuth et al. 2015.pdf,technology,29
Copy of Wohlgemuth et al. 2015.pdf,chem,28
Copy of Wohlgemuth et al. 2015.pdf,biocatalytic,27
Copy of Wohlgemuth et al. 2015.pdf,time,27
Copy of Wohlgemuth et al. 2015.pdf,microchannel,24
Copy of Wohlgemuth et al. 2015.pdf,batch,22
Copy of Wohlgemuth et al. 2015.pdf,cell,22
Copy of Wohlgemuth et al. 2015.pdf,production,22
Copy of Wohlgemuth et al. 2015.pdf,liquid,21
Copy of Wohlgemuth et al. 2015.pdf,base,20
Copy of Wohlgemuth et al. 2015.pdf,immobilization,20
Copy of Wohlgemuth et al. 2015.pdf,integrate,20
Copy of Wohlgemuth et al. 2015.pdf,control,19
Copy of Wohlgemuth et al. 2015.pdf,enzymatic,19
Copy of Wohlgemuth et al. 2015.pdf,membrane,19
Copy of Wohlgemuth et al. 2015.pdf,separation,19
Copy of Wohlgemuth et al. 2015.pdf,biocatalytic process,18
Copy of Wohlgemuth et al. 2015.pdf,bioprocess,18
Copy of Wohlgemuth et al. 2015.pdf,biotechnology,18
Copy of Wohlgemuth et al. 2015.pdf,processing,18
Copy of Xin et al. 2007.pdf,cell,115
Copy of Xin et al. 2007.pdf,phb,113
Copy of Xin et al. 2007.pdf,methanol,110
Copy of Xin et al. 2007.pdf,production,50
Copy of Xin et al. 2007.pdf,methanol production,44
Copy of Xin et al. 2007.pdf,reduce,41
Copy of Xin et al. 2007.pdf,carbon,40
Copy of Xin et al. 2007.pdf,dioxide,36
Copy of Xin et al. 2007.pdf,carbon dioxide,34
Copy of Xin et al. 2007.pdf,methane,34
Copy of Xin et al. 2007.pdf,content,32
Copy of Xin et al. 2007.pdf,phb content,31
Copy of Xin et al. 2007.pdf,batch,28
Copy of Xin et al. 2007.pdf,imv,28
Copy of Xin et al. 2007.pdf,trichosporium,27
Copy of Xin et al. 2007.pdf,capacity,25
Copy of Xin et al. 2007.pdf,tion,25
Copy of Xin et al. 2007.pdf,reaction,24
Copy of Xin et al. 2007.pdf,trichosporium imv,24
Copy of Xin et al. 2007.pdf,reduction,23
Copy of Xin et al. 2007.pdf,accumulation,22
Copy of Xin et al. 2007.pdf,ml,20
Copy of Xin et al. 2007.pdf,content cell,18
Copy of Xin et al. 2007.pdf,dehydrogenase,18
Copy of Xin et al. 2007.pdf,phb accumulation,18
Copy of Xin et al. 2007.pdf,production capacity,18
Copy of Xin et al. 2007.pdf,total,18
Copy of Xin et al. 2007.pdf,al,16
Copy of Xin et al. 2007.pdf,methanotrophic,16
Copy of Xin et al. 2007.pdf,culture,15
Copy of Xin et al. 2007.pdf,equivalent,15
Copy of Xin et al. 2007.pdf,mass,15
Copy of Xin et al. 2007.pdf,reduce equivalent,15
Copy of Xin et al. 2007.pdf,synthesis,15
Copy of Xin et al. 2007.pdf,total methanol,15
Copy of Xin et al. 2007.pdf,cell mass,14
Copy of Xin et al. 2007.pdf,cu,14
Copy of Xin et al. 2007.pdf,methanotroph,14
Copy of Xin et al. 2007.pdf,source,14
Copy of Xin et al. 2007.pdf,bacteria,13
Copy of Xin et al. 2017.pdf,epoxyethane,102
Copy of Xin et al. 2017.pdf,production,56
Copy of Xin et al. 2017.pdf,ethylene,53
Copy of Xin et al. 2017.pdf,cell,44
Copy of Xin et al. 2017.pdf,epoxidation,38
Copy of Xin et al. 2017.pdf,methane,35
Copy of Xin et al. 2017.pdf,journal,33
Copy of Xin et al. 2017.pdf,vol,25
Copy of Xin et al. 2017.pdf,methylosinus,24
Copy of Xin et al. 2017.pdf,trichosporium,24
Copy of Xin et al. 2017.pdf,imv,23
Copy of Xin et al. 2017.pdf,reaction,22
Copy of Xin et al. 2017.pdf,capacity,21
Copy of Xin et al. 2017.pdf,effect,21
Copy of Xin et al. 2017.pdf,methanol,21
Copy of Xin et al. 2017.pdf,methylosinus trichosporium,21
Copy of Xin et al. 2017.pdf,production capacity,21
Copy of Xin et al. 2017.pdf,trichosporium imv,21
Copy of Xin et al. 2017.pdf,chemistry,20
Copy of Xin et al. 2017.pdf,volume,20
Copy of Xin et al. 2017.pdf,batch,19
Copy of Xin et al. 2017.pdf,corporation,19
Copy of Xin et al. 2017.pdf,mmo,19
Copy of Xin et al. 2017.pdf,pp,19
Copy of Xin et al. 2017.pdf,publishing,19
Copy of Xin et al. 2017.pdf,vol pp,19
Copy of Xin et al. 2017.pdf,mmol,17
Copy of Xin et al. 2017.pdf,nadh,17
Copy of Xin et al. 2017.pdf,cell suspension,16
Copy of Xin et al. 2017.pdf,suspension,16
Copy of Xin et al. 2017.pdf,experiment,14
Copy of Xin et al. 2017.pdf,figure,14
Copy of Xin et al. 2017.pdf,time,13
Copy of Xin et al. 2017.pdf,phase,12
Copy of Xin et al. 2017.pdf,regeneration,12
Copy of Xin et al. 2017.pdf,nmol,11
Copy of Xin et al. 2017.pdf,synthesis,11
Copy of Xin et al. 2017.pdf,gas phase,10
Copy of Xin et al. 2017.pdf,min,10
Copy of Xin et al. 2017.pdf,batch experiment,9
Copy of Yu et al. 2009.pdf,methanol,89
Copy of Yu et al. 2009.pdf,methane,46
Copy of Yu et al. 2009.pdf,smmo,43
Copy of Yu et al. 2009.pdf,growth,42
Copy of Yu et al. 2009.pdf,al,35
Copy of Yu et al. 2009.pdf,biomass,35
Copy of Yu et al. 2009.pdf,activity,29
Copy of Yu et al. 2009.pdf,et,29
Copy of Yu et al. 2009.pdf,et al,29
Copy of Yu et al. 2009.pdf,rate,29
Copy of Yu et al. 2009.pdf,trichosporium,27
Copy of Yu et al. 2009.pdf,fermentation,24
Copy of Yu et al. 2009.pdf,production,24
Copy of Yu et al. 2009.pdf,feeding,23
Copy of Yu et al. 2009.pdf,batch,22
Copy of Yu et al. 2009.pdf,grow,21
Copy of Yu et al. 2009.pdf,smmo activity,20
Copy of Yu et al. 2009.pdf,methanol concentration,19
Copy of Yu et al. 2009.pdf,carbon,18
Copy of Yu et al. 2009.pdf,culture,18
Copy of Yu et al. 2009.pdf,control,17
Copy of Yu et al. 2009.pdf,fig,17
Copy of Yu et al. 2009.pdf,produce,16
Copy of Yu et al. 2009.pdf,methanotroph,15
Copy of Yu et al. 2009.pdf,methylosinus,15
Copy of Yu et al. 2009.pdf,ml,15
Copy of Yu et al. 2009.pdf,fed,14
Copy of Yu et al. 2009.pdf,feed,14
Copy of Yu et al. 2009.pdf,growth rate,14
Copy of Yu et al. 2009.pdf,carbon dioxide,13
Copy of Yu et al. 2009.pdf,dioxide,13
Copy of Yu et al. 2009.pdf,maintain,13
Copy of Yu et al. 2009.pdf,methylosinus trichosporium,13
Copy of Yu et al. 2009.pdf,substrate,13
Copy of Yu et al. 2009.pdf,density,12
Copy of Yu et al. 2009.pdf,microbiol,12
Copy of Yu et al. 2009.pdf,fed batch,11
Copy of Yu et al. 2009.pdf,type,11
Copy of Yu et al. 2009.pdf,allylthiourea,10
Copy of Yu et al. 2009.pdf,aqueous,10
Copy of Zhan et al. 2020 10.20.02 AM.pdf,methanol,171
Copy of Zhan et al. 2020 10.20.02 AM.pdf,al,157
Copy of Zhan et al. 2020 10.20.02 AM.pdf,et,145
Copy of Zhan et al. 2020 10.20.02 AM.pdf,et al,142
Copy of Zhan et al. 2020 10.20.02 AM.pdf,pathway,108
Copy of Zhan et al. 2020 10.20.02 AM.pdf,formaldehyde,45
Copy of Zhan et al. 2020 10.20.02 AM.pdf,engineering,42
Copy of Zhan et al. 2020 10.20.02 AM.pdf,metabolic,41
Copy of Zhan et al. 2020 10.20.02 AM.pdf,utilization,37
Copy of Zhan et al. 2020 10.20.02 AM.pdf,carbon,36
Copy of Zhan et al. 2020 10.20.02 AM.pdf,energy,35
Copy of Zhan et al. 2020 10.20.02 AM.pdf,methylotrophic,31
Copy of Zhan et al. 2020 10.20.02 AM.pdf,biotechnology,30
Copy of Zhan et al. 2020 10.20.02 AM.pdf,synthetic,28
Copy of Zhan et al. 2020 10.20.02 AM.pdf,cell,27
Copy of Zhan et al. 2020 10.20.02 AM.pdf,wiley,27
Copy of Zhan et al. 2020 10.20.02 AM.pdf,library,26
Copy of Zhan et al. 2020 10.20.02 AM.pdf,online,26
Copy of Zhan et al. 2020 10.20.02 AM.pdf,online library,26
Copy of Zhan et al. 2020 10.20.02 AM.pdf,wiley online,26
Copy of Zhan et al. 2020 10.20.02 AM.pdf,cycle,25
Copy of Zhan et al. 2020 10.20.02 AM.pdf,source,25
Copy of Zhan et al. 2020 10.20.02 AM.pdf,methanol utilization,24
Copy of Zhan et al. 2020 10.20.02 AM.pdf,journal,23
Copy of Zhan et al. 2020 10.20.02 AM.pdf,pastoris,23
Copy of Zhan et al. 2020 10.20.02 AM.pdf,use,23
Copy of Zhan et al. 2020 10.20.02 AM.pdf,yeast,23
Copy of Zhan et al. 2020 10.20.02 AM.pdf,mol,22
Copy of Zhan et al. 2020 10.20.02 AM.pdf,nadh,22
Copy of Zhan et al. 2020 10.20.02 AM.pdf,coli,21
Copy of Zhan et al. 2020 10.20.02 AM.pdf,dehydrogenase,21
Copy of Zhan et al. 2020 10.20.02 AM.pdf,production,21
Copy of Zhan et al. 2020 10.20.02 AM.pdf,engineer,19
Copy of Zhan et al. 2020 10.20.02 AM.pdf,microbial,19
Copy of Zhan et al. 2020 10.20.02 AM.pdf,zhan,19
Copy of Zhan et al. 2020 10.20.02 AM.pdf,zhang,19
Copy of Zhan et al. 2020 10.20.02 AM.pdf,chen,18
Copy of Zhan et al. 2020 10.20.02 AM.pdf,intermediate,18
Copy of Zhan et al. 2020 10.20.02 AM.pdf,module,18
Copy of Zhan et al. 2020 10.20.02 AM.pdf,pichia,18
